"PA","SZ","Age","Sex","Pop","age_binned"
"Tanglin","Tyersall",12,"Males",20,"7-12"
"Tanglin","Tyersall",12,"Females",30,"7-12"
"Tanglin","Tyersall",13,"Males",30,"13-16"
"Tanglin","Tyersall",13,"Females",20,"13-16"
"Tanglin","Tyersall",14,"Males",30,"13-16"
"Tanglin","Tyersall",14,"Females",30,"13-16"
"Tanglin","Tyersall",15,"Males",20,"13-16"
"Tanglin","Tyersall",15,"Females",30,"13-16"
"Tanglin","Tyersall",16,"Males",20,"13-16"
"Tanglin","Tyersall",16,"Females",30,"13-16"
"Tanglin","Tyersall",17,"Males",20,"17-21"
"Tanglin","Tyersall",17,"Females",30,"17-21"
"Tanglin","Tyersall",18,"Males",20,"17-21"
"Tanglin","Tyersall",18,"Females",30,"17-21"
"Tanglin","Tyersall",19,"Males",20,"17-21"
"Tanglin","Tyersall",19,"Females",20,"17-21"
"Tanglin","Tyersall",20,"Males",20,"17-21"
"Tanglin","Tyersall",20,"Females",20,"17-21"
"Tanglin","Tyersall",21,"Males",30,"17-21"
"Tanglin","Tyersall",21,"Females",30,"17-21"
"Tanglin","Tyersall",22,"Males",10,"22-34"
"Tanglin","Tyersall",22,"Females",20,"22-34"
"Tanglin","Tyersall",23,"Males",20,"22-34"
"Tanglin","Tyersall",23,"Females",20,"22-34"
"Tanglin","Tyersall",24,"Males",20,"22-34"
"Tanglin","Tyersall",24,"Females",30,"22-34"
"Tanglin","Tyersall",25,"Males",20,"22-34"
"Tanglin","Tyersall",25,"Females",10,"22-34"
"Tanglin","Tyersall",26,"Males",30,"22-34"
"Tanglin","Tyersall",26,"Females",30,"22-34"
"Tanglin","Tyersall",27,"Males",20,"22-34"
"Tanglin","Tyersall",27,"Females",20,"22-34"
"Tanglin","Tyersall",28,"Males",20,"22-34"
"Tanglin","Tyersall",28,"Females",30,"22-34"
"Tanglin","Tyersall",29,"Males",30,"22-34"
"Tanglin","Tyersall",29,"Females",20,"22-34"
"Tanglin","Tyersall",30,"Males",10,"22-34"
"Tanglin","Tyersall",30,"Females",20,"22-34"
"Tanglin","Tyersall",31,"Males",20,"22-34"
"Tanglin","Tyersall",31,"Females",20,"22-34"
"Tanglin","Tyersall",32,"Males",10,"22-34"
"Tanglin","Tyersall",32,"Females",40,"22-34"
"Tanglin","Tyersall",33,"Males",30,"22-34"
"Tanglin","Tyersall",33,"Females",30,"22-34"
"Tanglin","Tyersall",34,"Males",30,"22-34"
"Tanglin","Tyersall",34,"Females",40,"22-34"
"Tanglin","Tyersall",35,"Males",30,"35-54"
"Tanglin","Tyersall",35,"Females",40,"35-54"
"Tanglin","Tyersall",36,"Males",30,"35-54"
"Tanglin","Tyersall",36,"Females",40,"35-54"
"Tanglin","Tyersall",37,"Males",30,"35-54"
"Tanglin","Tyersall",37,"Females",30,"35-54"
"Tanglin","Tyersall",38,"Males",30,"35-54"
"Tanglin","Tyersall",38,"Females",30,"35-54"
"Tanglin","Tyersall",39,"Males",20,"35-54"
"Tanglin","Tyersall",39,"Females",30,"35-54"
"Tanglin","Tyersall",40,"Males",30,"35-54"
"Tanglin","Tyersall",40,"Females",40,"35-54"
"Tanglin","Tyersall",41,"Males",40,"35-54"
"Tanglin","Tyersall",41,"Females",40,"35-54"
"Tanglin","Tyersall",42,"Males",40,"35-54"
"Tanglin","Tyersall",42,"Females",40,"35-54"
"Tanglin","Tyersall",43,"Males",30,"35-54"
"Tanglin","Tyersall",43,"Females",40,"35-54"
"Tanglin","Tyersall",44,"Males",40,"35-54"
"Tanglin","Tyersall",44,"Females",30,"35-54"
"Tanglin","Tyersall",45,"Males",30,"35-54"
"Tanglin","Tyersall",45,"Females",30,"35-54"
"Tanglin","Tyersall",46,"Males",30,"35-54"
"Tanglin","Tyersall",46,"Females",30,"35-54"
"Tanglin","Tyersall",47,"Males",40,"35-54"
"Tanglin","Tyersall",47,"Females",40,"35-54"
"Tanglin","Tyersall",48,"Males",20,"35-54"
"Tanglin","Tyersall",48,"Females",30,"35-54"
"Tanglin","Tyersall",49,"Males",40,"35-54"
"Tanglin","Tyersall",49,"Females",30,"35-54"
"Tanglin","Tyersall",50,"Males",30,"35-54"
"Tanglin","Tyersall",50,"Females",30,"35-54"
"Tanglin","Tyersall",51,"Males",20,"35-54"
"Tanglin","Tyersall",51,"Females",40,"35-54"
"Tanglin","Tyersall",52,"Males",40,"35-54"
"Tanglin","Tyersall",52,"Females",40,"35-54"
"Tanglin","Tyersall",53,"Males",30,"35-54"
"Tanglin","Tyersall",53,"Females",40,"35-54"
"Tanglin","Tyersall",54,"Males",30,"35-54"
"Tanglin","Tyersall",54,"Females",40,"35-54"
"Tanglin","Tyersall",55,"Males",30,"55-64"
"Tanglin","Tyersall",55,"Females",30,"55-64"
"Tanglin","Tyersall",56,"Males",30,"55-64"
"Tanglin","Tyersall",56,"Females",30,"55-64"
"Tanglin","Tyersall",57,"Males",40,"55-64"
"Tanglin","Tyersall",57,"Females",30,"55-64"
"Tanglin","Tyersall",58,"Males",30,"55-64"
"Tanglin","Tyersall",58,"Females",20,"55-64"
"Tanglin","Tyersall",59,"Males",20,"55-64"
"Tanglin","Tyersall",59,"Females",40,"55-64"
"Tanglin","Tyersall",60,"Males",30,"55-64"
"Tanglin","Tyersall",60,"Females",30,"55-64"
"Tanglin","Tyersall",61,"Males",30,"55-64"
"Tanglin","Tyersall",61,"Females",20,"55-64"
"Tanglin","Tyersall",62,"Males",30,"55-64"
"Tanglin","Tyersall",62,"Females",30,"55-64"
"Tanglin","Tyersall",63,"Males",20,"55-64"
"Tanglin","Tyersall",63,"Females",30,"55-64"
"Tanglin","Tyersall",64,"Males",30,"55-64"
"Tanglin","Tyersall",64,"Females",30,"55-64"
"Tanglin","Tyersall",65,"Males",30,"65-74"
"Tanglin","Tyersall",65,"Females",30,"65-74"
"Tanglin","Tyersall",66,"Males",20,"65-74"
"Tanglin","Tyersall",66,"Females",20,"65-74"
"Tanglin","Tyersall",67,"Males",20,"65-74"
"Tanglin","Tyersall",67,"Females",20,"65-74"
"Tanglin","Tyersall",68,"Males",20,"65-74"
"Tanglin","Tyersall",68,"Females",30,"65-74"
"Tanglin","Tyersall",69,"Males",10,"65-74"
"Tanglin","Tyersall",69,"Females",30,"65-74"
"Tanglin","Tyersall",70,"Males",20,"65-74"
"Tanglin","Tyersall",70,"Females",20,"65-74"
"Tanglin","Tyersall",71,"Males",20,"65-74"
"Tanglin","Tyersall",71,"Females",30,"65-74"
"Tanglin","Tyersall",72,"Males",20,"65-74"
"Tanglin","Tyersall",72,"Females",20,"65-74"
"Tanglin","Tyersall",73,"Males",20,"65-74"
"Tanglin","Tyersall",73,"Females",10,"65-74"
"Tanglin","Tyersall",74,"Males",10,"65-74"
"Tanglin","Tyersall",74,"Females",20,"65-74"
"Tanglin","Tyersall",75,"Males",20,"75 and Above"
"Tanglin","Tyersall",75,"Females",20,"75 and Above"
"Tanglin","Tyersall",76,"Males",10,"75 and Above"
"Tanglin","Tyersall",76,"Females",10,"75 and Above"
"Tanglin","Tyersall",77,"Males",20,"75 and Above"
"Tanglin","Tyersall",77,"Females",30,"75 and Above"
"Tanglin","Tyersall",78,"Males",10,"75 and Above"
"Tanglin","Tyersall",78,"Females",10,"75 and Above"
"Tanglin","Tyersall",79,"Males",20,"75 and Above"
"Tanglin","Tyersall",79,"Females",10,"75 and Above"
"Tanglin","Tyersall",80,"Males",10,"75 and Above"
"Tanglin","Tyersall",80,"Females",10,"75 and Above"
"Tanglin","Tyersall",81,"Males",10,"75 and Above"
"Tanglin","Tyersall",81,"Females",10,"75 and Above"
"Tanglin","Tyersall",82,"Males",10,"75 and Above"
"Tanglin","Tyersall",82,"Females",10,"75 and Above"
"Tanglin","Tyersall",83,"Males",10,"75 and Above"
"Tanglin","Tyersall",83,"Females",10,"75 and Above"
"Tanglin","Tyersall",84,"Males",10,"75 and Above"
"Tanglin","Tyersall",84,"Females",10,"75 and Above"
"Tanglin","Tyersall",85,"Males",10,"75 and Above"
"Tanglin","Tyersall",85,"Females",10,"75 and Above"
"Tanglin","Tyersall",86,"Males",10,"75 and Above"
"Tanglin","Tyersall",86,"Females",10,"75 and Above"
"Tanglin","Tyersall",87,"Males",0,"75 and Above"
"Tanglin","Tyersall",87,"Females",10,"75 and Above"
"Tanglin","Tyersall",88,"Males",0,"75 and Above"
"Tanglin","Tyersall",88,"Females",0,"75 and Above"
"Tanglin","Tyersall",89,"Males",10,"75 and Above"
"Tanglin","Tyersall",89,"Females",10,"75 and Above"
"Tanglin","Tyersall",90,"Males",10,"75 and Above"
"Tanglin","Tyersall",90,"Females",20,"75 and Above"
"Tengah","Plantation",0,"Males",90,"0-6"
"Tengah","Plantation",0,"Females",110,"0-6"
"Tengah","Plantation",1,"Males",90,"0-6"
"Tengah","Plantation",1,"Females",110,"0-6"
"Tengah","Plantation",2,"Males",100,"0-6"
"Tengah","Plantation",2,"Females",100,"0-6"
"Tengah","Plantation",3,"Males",60,"0-6"
"Tengah","Plantation",3,"Females",60,"0-6"
"Tengah","Plantation",4,"Males",60,"0-6"
"Tengah","Plantation",4,"Females",60,"0-6"
"Tengah","Plantation",5,"Males",40,"0-6"
"Tengah","Plantation",5,"Females",50,"0-6"
"Tengah","Plantation",6,"Males",30,"0-6"
"Tengah","Plantation",6,"Females",30,"0-6"
"Tengah","Plantation",7,"Males",30,"7-12"
"Tengah","Plantation",7,"Females",30,"7-12"
"Tengah","Plantation",8,"Males",20,"7-12"
"Tengah","Plantation",8,"Females",20,"7-12"
"Tengah","Plantation",9,"Males",30,"7-12"
"Tengah","Plantation",9,"Females",20,"7-12"
"Tengah","Plantation",10,"Males",30,"7-12"
"Tengah","Plantation",10,"Females",30,"7-12"
"Tengah","Plantation",11,"Males",30,"7-12"
"Tengah","Plantation",11,"Females",20,"7-12"
"Tengah","Plantation",12,"Males",40,"7-12"
"Tengah","Plantation",12,"Females",20,"7-12"
"Tengah","Plantation",13,"Males",30,"13-16"
"Tengah","Plantation",13,"Females",30,"13-16"
"Tengah","Plantation",14,"Males",30,"13-16"
"Tengah","Plantation",14,"Females",30,"13-16"
"Tengah","Plantation",15,"Males",20,"13-16"
"Tengah","Plantation",15,"Females",30,"13-16"
"Tengah","Plantation",16,"Males",20,"13-16"
"Tengah","Plantation",16,"Females",20,"13-16"
"Tengah","Plantation",17,"Males",20,"17-21"
"Tengah","Plantation",17,"Females",20,"17-21"
"Tengah","Plantation",18,"Males",20,"17-21"
"Tengah","Plantation",18,"Females",30,"17-21"
"Tengah","Plantation",19,"Males",20,"17-21"
"Tengah","Plantation",19,"Females",30,"17-21"
"Tengah","Plantation",20,"Males",20,"17-21"
"Tengah","Plantation",20,"Females",20,"17-21"
"Tengah","Plantation",21,"Males",20,"17-21"
"Tengah","Plantation",21,"Females",20,"17-21"
"Tengah","Plantation",22,"Males",20,"22-34"
"Tengah","Plantation",22,"Females",20,"22-34"
"Tengah","Plantation",23,"Males",20,"22-34"
"Tengah","Plantation",23,"Females",20,"22-34"
"Tengah","Plantation",24,"Males",20,"22-34"
"Tengah","Plantation",24,"Females",20,"22-34"
"Tengah","Plantation",25,"Males",20,"22-34"
"Tengah","Plantation",25,"Females",30,"22-34"
"Tengah","Plantation",26,"Males",20,"22-34"
"Tengah","Plantation",26,"Females",50,"22-34"
"Tengah","Plantation",27,"Males",50,"22-34"
"Tengah","Plantation",27,"Females",90,"22-34"
"Tengah","Plantation",28,"Males",100,"22-34"
"Tengah","Plantation",28,"Females",170,"22-34"
"Tengah","Plantation",29,"Males",150,"22-34"
"Tengah","Plantation",29,"Females",190,"22-34"
"Tengah","Plantation",30,"Males",190,"22-34"
"Tengah","Plantation",30,"Females",200,"22-34"
"Tengah","Plantation",31,"Males",200,"22-34"
"Tengah","Plantation",31,"Females",190,"22-34"
"Tengah","Plantation",32,"Males",180,"22-34"
"Tengah","Plantation",32,"Females",160,"22-34"
"Tengah","Plantation",33,"Males",170,"22-34"
"Tengah","Plantation",33,"Females",120,"22-34"
"Tengah","Plantation",34,"Males",130,"22-34"
"Tengah","Plantation",34,"Females",90,"22-34"
"Tengah","Plantation",35,"Males",110,"35-54"
"Tengah","Plantation",35,"Females",80,"35-54"
"Tengah","Plantation",36,"Males",80,"35-54"
"Tengah","Plantation",36,"Females",60,"35-54"
"Tengah","Plantation",37,"Males",80,"35-54"
"Tengah","Plantation",37,"Females",80,"35-54"
"Tengah","Plantation",38,"Males",90,"35-54"
"Tengah","Plantation",38,"Females",80,"35-54"
"Tengah","Plantation",39,"Males",80,"35-54"
"Tengah","Plantation",39,"Females",70,"35-54"
"Tengah","Plantation",40,"Males",80,"35-54"
"Tengah","Plantation",40,"Females",60,"35-54"
"Tengah","Plantation",41,"Males",70,"35-54"
"Tengah","Plantation",41,"Females",70,"35-54"
"Tengah","Plantation",42,"Males",70,"35-54"
"Tengah","Plantation",42,"Females",70,"35-54"
"Tengah","Plantation",43,"Males",50,"35-54"
"Tengah","Plantation",43,"Females",60,"35-54"
"Tengah","Plantation",44,"Males",50,"35-54"
"Tengah","Plantation",44,"Females",50,"35-54"
"Tengah","Plantation",45,"Males",50,"35-54"
"Tengah","Plantation",45,"Females",40,"35-54"
"Tengah","Plantation",46,"Males",40,"35-54"
"Tengah","Plantation",46,"Females",30,"35-54"
"Tengah","Plantation",47,"Males",40,"35-54"
"Tengah","Plantation",47,"Females",40,"35-54"
"Tengah","Plantation",48,"Males",40,"35-54"
"Tengah","Plantation",48,"Females",50,"35-54"
"Tengah","Plantation",49,"Males",30,"35-54"
"Tengah","Plantation",49,"Females",40,"35-54"
"Tengah","Plantation",50,"Males",30,"35-54"
"Tengah","Plantation",50,"Females",40,"35-54"
"Tengah","Plantation",51,"Males",40,"35-54"
"Tengah","Plantation",51,"Females",40,"35-54"
"Tengah","Plantation",52,"Males",40,"35-54"
"Tengah","Plantation",52,"Females",50,"35-54"
"Tengah","Plantation",53,"Males",30,"35-54"
"Tengah","Plantation",53,"Females",30,"35-54"
"Tengah","Plantation",54,"Males",30,"35-54"
"Tengah","Plantation",54,"Females",30,"35-54"
"Tengah","Plantation",55,"Males",40,"55-64"
"Tengah","Plantation",55,"Females",30,"55-64"
"Tengah","Plantation",56,"Males",30,"55-64"
"Tengah","Plantation",56,"Females",20,"55-64"
"Tengah","Plantation",57,"Males",40,"55-64"
"Tengah","Plantation",57,"Females",20,"55-64"
"Tengah","Plantation",58,"Males",30,"55-64"
"Tengah","Plantation",58,"Females",30,"55-64"
"Tengah","Plantation",59,"Males",20,"55-64"
"Tengah","Plantation",59,"Females",40,"55-64"
"Tengah","Plantation",60,"Males",30,"55-64"
"Tengah","Plantation",60,"Females",40,"55-64"
"Tengah","Plantation",61,"Males",30,"55-64"
"Tengah","Plantation",61,"Females",30,"55-64"
"Tengah","Plantation",62,"Males",30,"55-64"
"Tengah","Plantation",62,"Females",40,"55-64"
"Tengah","Plantation",63,"Males",20,"55-64"
"Tengah","Plantation",63,"Females",20,"55-64"
"Tengah","Plantation",64,"Males",30,"55-64"
"Tengah","Plantation",64,"Females",20,"55-64"
"Tengah","Plantation",65,"Males",30,"65-74"
"Tengah","Plantation",65,"Females",30,"65-74"
"Tengah","Plantation",66,"Males",20,"65-74"
"Tengah","Plantation",66,"Females",30,"65-74"
"Tengah","Plantation",67,"Males",30,"65-74"
"Tengah","Plantation",67,"Females",40,"65-74"
"Tengah","Plantation",68,"Males",20,"65-74"
"Tengah","Plantation",68,"Females",40,"65-74"
"Tengah","Plantation",69,"Males",30,"65-74"
"Tengah","Plantation",69,"Females",20,"65-74"
"Tengah","Plantation",70,"Males",30,"65-74"
"Tengah","Plantation",70,"Females",20,"65-74"
"Tengah","Plantation",71,"Males",20,"65-74"
"Tengah","Plantation",71,"Females",20,"65-74"
"Tengah","Plantation",72,"Males",10,"65-74"
"Tengah","Plantation",72,"Females",20,"65-74"
"Tengah","Plantation",73,"Males",20,"65-74"
"Tengah","Plantation",73,"Females",20,"65-74"
"Tengah","Plantation",74,"Males",10,"65-74"
"Tengah","Plantation",74,"Females",30,"65-74"
"Tengah","Plantation",75,"Males",10,"75 and Above"
"Tengah","Plantation",75,"Females",10,"75 and Above"
"Tengah","Plantation",76,"Males",20,"75 and Above"
"Tengah","Plantation",76,"Females",10,"75 and Above"
"Tengah","Plantation",77,"Males",10,"75 and Above"
"Tengah","Plantation",77,"Females",10,"75 and Above"
"Tengah","Plantation",78,"Males",10,"75 and Above"
"Tengah","Plantation",78,"Females",0,"75 and Above"
"Tengah","Plantation",79,"Males",0,"75 and Above"
"Tengah","Plantation",79,"Females",10,"75 and Above"
"Tengah","Plantation",80,"Males",0,"75 and Above"
"Tengah","Plantation",80,"Females",0,"75 and Above"
"Tengah","Plantation",81,"Males",0,"75 and Above"
"Tengah","Plantation",81,"Females",10,"75 and Above"
"Tengah","Plantation",82,"Males",0,"75 and Above"
"Tengah","Plantation",82,"Females",0,"75 and Above"
"Tengah","Plantation",83,"Males",10,"75 and Above"
"Tengah","Plantation",83,"Females",0,"75 and Above"
"Tengah","Plantation",84,"Males",0,"75 and Above"
"Tengah","Plantation",84,"Females",0,"75 and Above"
"Tengah","Plantation",85,"Males",10,"75 and Above"
"Tengah","Plantation",85,"Females",0,"75 and Above"
"Tengah","Plantation",86,"Males",0,"75 and Above"
"Tengah","Plantation",86,"Females",10,"75 and Above"
"Tengah","Plantation",87,"Males",0,"75 and Above"
"Tengah","Plantation",87,"Females",0,"75 and Above"
"Tengah","Plantation",88,"Males",0,"75 and Above"
"Tengah","Plantation",88,"Females",0,"75 and Above"
"Tengah","Plantation",89,"Males",0,"75 and Above"
"Tengah","Plantation",89,"Females",0,"75 and Above"
"Tengah","Plantation",90,"Males",0,"75 and Above"
"Tengah","Plantation",90,"Females",10,"75 and Above"
"Toa Payoh","Bidadari",0,"Males",100,"0-6"
"Toa Payoh","Bidadari",0,"Females",100,"0-6"
"Toa Payoh","Bidadari",1,"Males",110,"0-6"
"Toa Payoh","Bidadari",1,"Females",90,"0-6"
"Toa Payoh","Bidadari",2,"Males",120,"0-6"
"Toa Payoh","Bidadari",2,"Females",90,"0-6"
"Toa Payoh","Bidadari",3,"Males",90,"0-6"
"Toa Payoh","Bidadari",3,"Females",100,"0-6"
"Toa Payoh","Bidadari",4,"Males",70,"0-6"
"Toa Payoh","Bidadari",4,"Females",70,"0-6"
"Toa Payoh","Bidadari",5,"Males",60,"0-6"
"Toa Payoh","Bidadari",5,"Females",70,"0-6"
"Toa Payoh","Bidadari",6,"Males",60,"0-6"
"Toa Payoh","Bidadari",6,"Females",50,"0-6"
"Toa Payoh","Bidadari",7,"Males",50,"7-12"
"Toa Payoh","Bidadari",7,"Females",50,"7-12"
"Toa Payoh","Bidadari",8,"Males",70,"7-12"
"Toa Payoh","Bidadari",8,"Females",40,"7-12"
"Toa Payoh","Bidadari",9,"Males",50,"7-12"
"Toa Payoh","Bidadari",9,"Females",40,"7-12"
"Toa Payoh","Bidadari",10,"Males",40,"7-12"
"Toa Payoh","Bidadari",10,"Females",30,"7-12"
"Toa Payoh","Bidadari",11,"Males",40,"7-12"
"Toa Payoh","Bidadari",11,"Females",20,"7-12"
"Toa Payoh","Bidadari",12,"Males",30,"7-12"
"Toa Payoh","Bidadari",12,"Females",30,"7-12"
"Toa Payoh","Bidadari",13,"Males",20,"13-16"
"Toa Payoh","Bidadari",13,"Females",20,"13-16"
"Toa Payoh","Bidadari",14,"Males",30,"13-16"
"Toa Payoh","Bidadari",14,"Females",20,"13-16"
"Toa Payoh","Bidadari",15,"Males",20,"13-16"
"Toa Payoh","Bidadari",15,"Females",10,"13-16"
"Toa Payoh","Bidadari",16,"Males",10,"13-16"
"Toa Payoh","Bidadari",16,"Females",20,"13-16"
"Toa Payoh","Bidadari",17,"Males",10,"17-21"
"Toa Payoh","Bidadari",17,"Females",20,"17-21"
"Toa Payoh","Bidadari",18,"Males",20,"17-21"
"Toa Payoh","Bidadari",18,"Females",20,"17-21"
"Toa Payoh","Bidadari",19,"Males",10,"17-21"
"Toa Payoh","Bidadari",19,"Females",10,"17-21"
"Toa Payoh","Bidadari",20,"Males",20,"17-21"
"Toa Payoh","Bidadari",20,"Females",10,"17-21"
"Toa Payoh","Bidadari",21,"Males",20,"17-21"
"Toa Payoh","Bidadari",21,"Females",20,"17-21"
"Toa Payoh","Bidadari",22,"Males",10,"22-34"
"Toa Payoh","Bidadari",22,"Females",20,"22-34"
"Toa Payoh","Bidadari",23,"Males",10,"22-34"
"Toa Payoh","Bidadari",23,"Females",20,"22-34"
"Toa Payoh","Bidadari",24,"Males",10,"22-34"
"Toa Payoh","Bidadari",24,"Females",10,"22-34"
"Toa Payoh","Bidadari",25,"Males",10,"22-34"
"Toa Payoh","Bidadari",25,"Females",10,"22-34"
"Toa Payoh","Bidadari",26,"Males",20,"22-34"
"Toa Payoh","Bidadari",26,"Females",20,"22-34"
"Toa Payoh","Bidadari",27,"Males",10,"22-34"
"Toa Payoh","Bidadari",27,"Females",30,"22-34"
"Toa Payoh","Bidadari",28,"Males",30,"22-34"
"Toa Payoh","Bidadari",28,"Females",50,"22-34"
"Toa Payoh","Bidadari",29,"Males",40,"22-34"
"Toa Payoh","Bidadari",29,"Females",80,"22-34"
"Toa Payoh","Bidadari",30,"Males",80,"22-34"
"Toa Payoh","Bidadari",30,"Females",130,"22-34"
"Toa Payoh","Bidadari",31,"Males",130,"22-34"
"Toa Payoh","Bidadari",31,"Females",220,"22-34"
"Toa Payoh","Bidadari",32,"Males",170,"22-34"
"Toa Payoh","Bidadari",32,"Females",220,"22-34"
"Toa Payoh","Bidadari",33,"Males",200,"22-34"
"Toa Payoh","Bidadari",33,"Females",210,"22-34"
"Toa Payoh","Bidadari",34,"Males",200,"22-34"
"Toa Payoh","Bidadari",34,"Females",160,"22-34"
"Toa Payoh","Bidadari",35,"Males",200,"35-54"
"Toa Payoh","Bidadari",35,"Females",150,"35-54"
"Toa Payoh","Bidadari",36,"Males",130,"35-54"
"Toa Payoh","Bidadari",36,"Females",130,"35-54"
"Toa Payoh","Bidadari",37,"Males",90,"35-54"
"Toa Payoh","Bidadari",37,"Females",70,"35-54"
"Toa Payoh","Bidadari",38,"Males",100,"35-54"
"Toa Payoh","Bidadari",38,"Females",70,"35-54"
"Toa Payoh","Bidadari",39,"Males",90,"35-54"
"Toa Payoh","Bidadari",39,"Females",80,"35-54"
"Toa Payoh","Bidadari",40,"Males",70,"35-54"
"Toa Payoh","Bidadari",40,"Females",60,"35-54"
"Toa Payoh","Bidadari",41,"Males",70,"35-54"
"Toa Payoh","Bidadari",41,"Females",60,"35-54"
"Toa Payoh","Bidadari",42,"Males",70,"35-54"
"Toa Payoh","Bidadari",42,"Females",70,"35-54"
"Toa Payoh","Bidadari",43,"Males",50,"35-54"
"Toa Payoh","Bidadari",43,"Females",40,"35-54"
"Toa Payoh","Bidadari",44,"Males",50,"35-54"
"Toa Payoh","Bidadari",44,"Females",50,"35-54"
"Toa Payoh","Bidadari",45,"Males",40,"35-54"
"Toa Payoh","Bidadari",45,"Females",50,"35-54"
"Toa Payoh","Bidadari",46,"Males",40,"35-54"
"Toa Payoh","Bidadari",46,"Females",40,"35-54"
"Toa Payoh","Bidadari",47,"Males",40,"35-54"
"Toa Payoh","Bidadari",47,"Females",30,"35-54"
"Toa Payoh","Bidadari",48,"Males",40,"35-54"
"Toa Payoh","Bidadari",48,"Females",30,"35-54"
"Toa Payoh","Bidadari",49,"Males",30,"35-54"
"Toa Payoh","Bidadari",49,"Females",30,"35-54"
"Toa Payoh","Bidadari",50,"Males",40,"35-54"
"Toa Payoh","Bidadari",50,"Females",20,"35-54"
"Toa Payoh","Bidadari",51,"Males",30,"35-54"
"Toa Payoh","Bidadari",51,"Females",30,"35-54"
"Toa Payoh","Bidadari",52,"Males",20,"35-54"
"Toa Payoh","Bidadari",52,"Females",20,"35-54"
"Toa Payoh","Bidadari",53,"Males",30,"35-54"
"Toa Payoh","Bidadari",53,"Females",30,"35-54"
"Toa Payoh","Bidadari",54,"Males",30,"35-54"
"Toa Payoh","Bidadari",54,"Females",20,"35-54"
"Toa Payoh","Bidadari",55,"Males",20,"55-64"
"Toa Payoh","Bidadari",55,"Females",20,"55-64"
"Toa Payoh","Bidadari",56,"Males",30,"55-64"
"Toa Payoh","Bidadari",56,"Females",20,"55-64"
"Toa Payoh","Bidadari",57,"Males",20,"55-64"
"Toa Payoh","Bidadari",57,"Females",20,"55-64"
"Toa Payoh","Bidadari",58,"Males",20,"55-64"
"Toa Payoh","Bidadari",58,"Females",10,"55-64"
"Toa Payoh","Bidadari",59,"Males",30,"55-64"
"Toa Payoh","Bidadari",59,"Females",30,"55-64"
"Toa Payoh","Bidadari",60,"Males",30,"55-64"
"Toa Payoh","Bidadari",60,"Females",30,"55-64"
"Toa Payoh","Bidadari",61,"Males",20,"55-64"
"Toa Payoh","Bidadari",61,"Females",20,"55-64"
"Toa Payoh","Bidadari",62,"Males",20,"55-64"
"Toa Payoh","Bidadari",62,"Females",20,"55-64"
"Toa Payoh","Bidadari",63,"Males",30,"55-64"
"Toa Payoh","Bidadari",63,"Females",30,"55-64"
"Toa Payoh","Bidadari",64,"Males",40,"55-64"
"Toa Payoh","Bidadari",64,"Females",30,"55-64"
"Toa Payoh","Bidadari",65,"Males",30,"65-74"
"Toa Payoh","Bidadari",65,"Females",20,"65-74"
"Toa Payoh","Bidadari",66,"Males",30,"65-74"
"Toa Payoh","Bidadari",66,"Females",40,"65-74"
"Toa Payoh","Bidadari",67,"Males",30,"65-74"
"Toa Payoh","Bidadari",67,"Females",30,"65-74"
"Toa Payoh","Bidadari",68,"Males",20,"65-74"
"Toa Payoh","Bidadari",68,"Females",20,"65-74"
"Toa Payoh","Bidadari",69,"Males",30,"65-74"
"Toa Payoh","Bidadari",69,"Females",30,"65-74"
"Toa Payoh","Bidadari",70,"Males",30,"65-74"
"Toa Payoh","Bidadari",70,"Females",20,"65-74"
"Toa Payoh","Bidadari",71,"Males",30,"65-74"
"Toa Payoh","Bidadari",71,"Females",20,"65-74"
"Toa Payoh","Bidadari",72,"Males",30,"65-74"
"Toa Payoh","Bidadari",72,"Females",20,"65-74"
"Toa Payoh","Bidadari",73,"Males",20,"65-74"
"Toa Payoh","Bidadari",73,"Females",20,"65-74"
"Toa Payoh","Bidadari",74,"Males",10,"65-74"
"Toa Payoh","Bidadari",74,"Females",10,"65-74"
"Toa Payoh","Bidadari",75,"Males",20,"75 and Above"
"Toa Payoh","Bidadari",75,"Females",10,"75 and Above"
"Toa Payoh","Bidadari",76,"Males",20,"75 and Above"
"Toa Payoh","Bidadari",76,"Females",10,"75 and Above"
"Toa Payoh","Bidadari",77,"Males",10,"75 and Above"
"Toa Payoh","Bidadari",77,"Females",20,"75 and Above"
"Toa Payoh","Bidadari",78,"Males",10,"75 and Above"
"Toa Payoh","Bidadari",78,"Females",10,"75 and Above"
"Toa Payoh","Bidadari",79,"Males",0,"75 and Above"
"Toa Payoh","Bidadari",79,"Females",10,"75 and Above"
"Toa Payoh","Bidadari",80,"Males",10,"75 and Above"
"Toa Payoh","Bidadari",80,"Females",10,"75 and Above"
"Toa Payoh","Bidadari",81,"Males",0,"75 and Above"
"Toa Payoh","Bidadari",81,"Females",0,"75 and Above"
"Toa Payoh","Bidadari",82,"Males",10,"75 and Above"
"Toa Payoh","Bidadari",82,"Females",10,"75 and Above"
"Toa Payoh","Bidadari",83,"Males",0,"75 and Above"
"Toa Payoh","Bidadari",83,"Females",10,"75 and Above"
"Toa Payoh","Bidadari",84,"Males",10,"75 and Above"
"Toa Payoh","Bidadari",84,"Females",0,"75 and Above"
"Toa Payoh","Bidadari",85,"Males",0,"75 and Above"
