"PA","SZ","Age","Sex","Pop","age_binned"
"Ang Mo Kio","Chong Boon",14,"Males",100,"13-16"
"Ang Mo Kio","Chong Boon",14,"Females",90,"13-16"
"Ang Mo Kio","Chong Boon",15,"Males",90,"13-16"
"Ang Mo Kio","Chong Boon",15,"Females",100,"13-16"
"Ang Mo Kio","Chong Boon",16,"Males",110,"13-16"
"Ang Mo Kio","Chong Boon",16,"Females",90,"13-16"
"Ang Mo Kio","Chong Boon",17,"Males",110,"17-21"
"Ang Mo Kio","Chong Boon",17,"Females",90,"17-21"
"Ang Mo Kio","Chong Boon",18,"Males",130,"17-21"
"Ang Mo Kio","Chong Boon",18,"Females",90,"17-21"
"Ang Mo Kio","Chong Boon",19,"Males",100,"17-21"
"Ang Mo Kio","Chong Boon",19,"Females",80,"17-21"
"Ang Mo Kio","Chong Boon",20,"Males",100,"17-21"
"Ang Mo Kio","Chong Boon",20,"Females",80,"17-21"
"Ang Mo Kio","Chong Boon",21,"Males",120,"17-21"
"Ang Mo Kio","Chong Boon",21,"Females",100,"17-21"
"Ang Mo Kio","Chong Boon",22,"Males",110,"22-34"
"Ang Mo Kio","Chong Boon",22,"Females",110,"22-34"
"Ang Mo Kio","Chong Boon",23,"Males",140,"22-34"
"Ang Mo Kio","Chong Boon",23,"Females",120,"22-34"
"Ang Mo Kio","Chong Boon",24,"Males",120,"22-34"
"Ang Mo Kio","Chong Boon",24,"Females",120,"22-34"
"Ang Mo Kio","Chong Boon",25,"Males",140,"22-34"
"Ang Mo Kio","Chong Boon",25,"Females",120,"22-34"
"Ang Mo Kio","Chong Boon",26,"Males",150,"22-34"
"Ang Mo Kio","Chong Boon",26,"Females",130,"22-34"
"Ang Mo Kio","Chong Boon",27,"Males",150,"22-34"
"Ang Mo Kio","Chong Boon",27,"Females",150,"22-34"
"Ang Mo Kio","Chong Boon",28,"Males",170,"22-34"
"Ang Mo Kio","Chong Boon",28,"Females",140,"22-34"
"Ang Mo Kio","Chong Boon",29,"Males",140,"22-34"
"Ang Mo Kio","Chong Boon",29,"Females",150,"22-34"
"Ang Mo Kio","Chong Boon",30,"Males",160,"22-34"
"Ang Mo Kio","Chong Boon",30,"Females",160,"22-34"
"Ang Mo Kio","Chong Boon",31,"Males",150,"22-34"
"Ang Mo Kio","Chong Boon",31,"Females",190,"22-34"
"Ang Mo Kio","Chong Boon",32,"Males",180,"22-34"
"Ang Mo Kio","Chong Boon",32,"Females",150,"22-34"
"Ang Mo Kio","Chong Boon",33,"Males",160,"22-34"
"Ang Mo Kio","Chong Boon",33,"Females",150,"22-34"
"Ang Mo Kio","Chong Boon",34,"Males",140,"22-34"
"Ang Mo Kio","Chong Boon",34,"Females",140,"22-34"
"Ang Mo Kio","Chong Boon",35,"Males",180,"35-54"
"Ang Mo Kio","Chong Boon",35,"Females",190,"35-54"
"Ang Mo Kio","Chong Boon",36,"Males",150,"35-54"
"Ang Mo Kio","Chong Boon",36,"Females",180,"35-54"
"Ang Mo Kio","Chong Boon",37,"Males",160,"35-54"
"Ang Mo Kio","Chong Boon",37,"Females",160,"35-54"
"Ang Mo Kio","Chong Boon",38,"Males",140,"35-54"
"Ang Mo Kio","Chong Boon",38,"Females",170,"35-54"
"Ang Mo Kio","Chong Boon",39,"Males",140,"35-54"
"Ang Mo Kio","Chong Boon",39,"Females",170,"35-54"
"Ang Mo Kio","Chong Boon",40,"Males",130,"35-54"
"Ang Mo Kio","Chong Boon",40,"Females",160,"35-54"
"Ang Mo Kio","Chong Boon",41,"Males",130,"35-54"
"Ang Mo Kio","Chong Boon",41,"Females",170,"35-54"
"Ang Mo Kio","Chong Boon",42,"Males",160,"35-54"
"Ang Mo Kio","Chong Boon",42,"Females",170,"35-54"
"Ang Mo Kio","Chong Boon",43,"Males",150,"35-54"
"Ang Mo Kio","Chong Boon",43,"Females",200,"35-54"
"Ang Mo Kio","Chong Boon",44,"Males",150,"35-54"
"Ang Mo Kio","Chong Boon",44,"Females",170,"35-54"
"Ang Mo Kio","Chong Boon",45,"Males",160,"35-54"
"Ang Mo Kio","Chong Boon",45,"Females",170,"35-54"
"Ang Mo Kio","Chong Boon",46,"Males",160,"35-54"
"Ang Mo Kio","Chong Boon",46,"Females",170,"35-54"
"Ang Mo Kio","Chong Boon",47,"Males",170,"35-54"
"Ang Mo Kio","Chong Boon",47,"Females",200,"35-54"
"Ang Mo Kio","Chong Boon",48,"Males",140,"35-54"
"Ang Mo Kio","Chong Boon",48,"Females",180,"35-54"
"Ang Mo Kio","Chong Boon",49,"Males",200,"35-54"
"Ang Mo Kio","Chong Boon",49,"Females",190,"35-54"
"Ang Mo Kio","Chong Boon",50,"Males",180,"35-54"
"Ang Mo Kio","Chong Boon",50,"Females",190,"35-54"
"Ang Mo Kio","Chong Boon",51,"Males",190,"35-54"
"Ang Mo Kio","Chong Boon",51,"Females",200,"35-54"
"Ang Mo Kio","Chong Boon",52,"Males",140,"35-54"
"Ang Mo Kio","Chong Boon",52,"Females",180,"35-54"
"Ang Mo Kio","Chong Boon",53,"Males",170,"35-54"
"Ang Mo Kio","Chong Boon",53,"Females",160,"35-54"
"Ang Mo Kio","Chong Boon",54,"Males",170,"35-54"
"Ang Mo Kio","Chong Boon",54,"Females",190,"35-54"
"Ang Mo Kio","Chong Boon",55,"Males",170,"55-64"
"Ang Mo Kio","Chong Boon",55,"Females",200,"55-64"
"Ang Mo Kio","Chong Boon",56,"Males",160,"55-64"
"Ang Mo Kio","Chong Boon",56,"Females",190,"55-64"
"Ang Mo Kio","Chong Boon",57,"Males",190,"55-64"
"Ang Mo Kio","Chong Boon",57,"Females",200,"55-64"
"Ang Mo Kio","Chong Boon",58,"Males",200,"55-64"
"Ang Mo Kio","Chong Boon",58,"Females",190,"55-64"
"Ang Mo Kio","Chong Boon",59,"Males",190,"55-64"
"Ang Mo Kio","Chong Boon",59,"Females",230,"55-64"
"Ang Mo Kio","Chong Boon",60,"Males",220,"55-64"
"Ang Mo Kio","Chong Boon",60,"Females",190,"55-64"
"Ang Mo Kio","Chong Boon",61,"Males",210,"55-64"
"Ang Mo Kio","Chong Boon",61,"Females",230,"55-64"
"Ang Mo Kio","Chong Boon",62,"Males",200,"55-64"
"Ang Mo Kio","Chong Boon",62,"Females",190,"55-64"
"Ang Mo Kio","Chong Boon",63,"Males",190,"55-64"
"Ang Mo Kio","Chong Boon",63,"Females",200,"55-64"
"Ang Mo Kio","Chong Boon",64,"Males",210,"55-64"
"Ang Mo Kio","Chong Boon",64,"Females",210,"55-64"
"Ang Mo Kio","Chong Boon",65,"Males",200,"65-74"
"Ang Mo Kio","Chong Boon",65,"Females",200,"65-74"
"Ang Mo Kio","Chong Boon",66,"Males",200,"65-74"
"Ang Mo Kio","Chong Boon",66,"Females",210,"65-74"
"Ang Mo Kio","Chong Boon",67,"Males",180,"65-74"
"Ang Mo Kio","Chong Boon",67,"Females",220,"65-74"
"Ang Mo Kio","Chong Boon",68,"Males",180,"65-74"
"Ang Mo Kio","Chong Boon",68,"Females",220,"65-74"
"Ang Mo Kio","Chong Boon",69,"Males",190,"65-74"
"Ang Mo Kio","Chong Boon",69,"Females",230,"65-74"
"Ang Mo Kio","Chong Boon",70,"Males",160,"65-74"
"Ang Mo Kio","Chong Boon",70,"Females",230,"65-74"
"Ang Mo Kio","Chong Boon",71,"Males",190,"65-74"
"Ang Mo Kio","Chong Boon",71,"Females",210,"65-74"
"Ang Mo Kio","Chong Boon",72,"Males",200,"65-74"
"Ang Mo Kio","Chong Boon",72,"Females",220,"65-74"
"Ang Mo Kio","Chong Boon",73,"Males",170,"65-74"
"Ang Mo Kio","Chong Boon",73,"Females",200,"65-74"
"Ang Mo Kio","Chong Boon",74,"Males",150,"65-74"
"Ang Mo Kio","Chong Boon",74,"Females",190,"65-74"
"Ang Mo Kio","Chong Boon",75,"Males",170,"75 and Above"
"Ang Mo Kio","Chong Boon",75,"Females",190,"75 and Above"
"Ang Mo Kio","Chong Boon",76,"Males",160,"75 and Above"
"Ang Mo Kio","Chong Boon",76,"Females",180,"75 and Above"
"Ang Mo Kio","Chong Boon",77,"Males",150,"75 and Above"
"Ang Mo Kio","Chong Boon",77,"Females",230,"75 and Above"
"Ang Mo Kio","Chong Boon",78,"Males",100,"75 and Above"
"Ang Mo Kio","Chong Boon",78,"Females",140,"75 and Above"
"Ang Mo Kio","Chong Boon",79,"Males",90,"75 and Above"
"Ang Mo Kio","Chong Boon",79,"Females",110,"75 and Above"
"Ang Mo Kio","Chong Boon",80,"Males",100,"75 and Above"
"Ang Mo Kio","Chong Boon",80,"Females",120,"75 and Above"
"Ang Mo Kio","Chong Boon",81,"Males",70,"75 and Above"
"Ang Mo Kio","Chong Boon",81,"Females",110,"75 and Above"
"Ang Mo Kio","Chong Boon",82,"Males",70,"75 and Above"
"Ang Mo Kio","Chong Boon",82,"Females",110,"75 and Above"
"Ang Mo Kio","Chong Boon",83,"Males",110,"75 and Above"
"Ang Mo Kio","Chong Boon",83,"Females",100,"75 and Above"
"Ang Mo Kio","Chong Boon",84,"Males",60,"75 and Above"
"Ang Mo Kio","Chong Boon",84,"Females",120,"75 and Above"
"Ang Mo Kio","Chong Boon",85,"Males",70,"75 and Above"
"Ang Mo Kio","Chong Boon",85,"Females",100,"75 and Above"
"Ang Mo Kio","Chong Boon",86,"Males",50,"75 and Above"
"Ang Mo Kio","Chong Boon",86,"Females",70,"75 and Above"
"Ang Mo Kio","Chong Boon",87,"Males",30,"75 and Above"
"Ang Mo Kio","Chong Boon",87,"Females",50,"75 and Above"
"Ang Mo Kio","Chong Boon",88,"Males",20,"75 and Above"
"Ang Mo Kio","Chong Boon",88,"Females",50,"75 and Above"
"Ang Mo Kio","Chong Boon",89,"Males",30,"75 and Above"
"Ang Mo Kio","Chong Boon",89,"Females",50,"75 and Above"
"Ang Mo Kio","Chong Boon",90,"Males",90,"75 and Above"
"Ang Mo Kio","Chong Boon",90,"Females",200,"75 and Above"
"Ang Mo Kio","Kebun Bahru",0,"Males",60,"0-6"
"Ang Mo Kio","Kebun Bahru",0,"Females",50,"0-6"
"Ang Mo Kio","Kebun Bahru",1,"Males",60,"0-6"
"Ang Mo Kio","Kebun Bahru",1,"Females",40,"0-6"
"Ang Mo Kio","Kebun Bahru",2,"Males",50,"0-6"
"Ang Mo Kio","Kebun Bahru",2,"Females",60,"0-6"
"Ang Mo Kio","Kebun Bahru",3,"Males",50,"0-6"
"Ang Mo Kio","Kebun Bahru",3,"Females",60,"0-6"
"Ang Mo Kio","Kebun Bahru",4,"Males",50,"0-6"
"Ang Mo Kio","Kebun Bahru",4,"Females",80,"0-6"
"Ang Mo Kio","Kebun Bahru",5,"Males",60,"0-6"
"Ang Mo Kio","Kebun Bahru",5,"Females",80,"0-6"
"Ang Mo Kio","Kebun Bahru",6,"Males",60,"0-6"
"Ang Mo Kio","Kebun Bahru",6,"Females",100,"0-6"
"Ang Mo Kio","Kebun Bahru",7,"Males",70,"7-12"
"Ang Mo Kio","Kebun Bahru",7,"Females",90,"7-12"
"Ang Mo Kio","Kebun Bahru",8,"Males",60,"7-12"
"Ang Mo Kio","Kebun Bahru",8,"Females",90,"7-12"
"Ang Mo Kio","Kebun Bahru",9,"Males",70,"7-12"
"Ang Mo Kio","Kebun Bahru",9,"Females",100,"7-12"
"Ang Mo Kio","Kebun Bahru",10,"Males",70,"7-12"
"Ang Mo Kio","Kebun Bahru",10,"Females",90,"7-12"
"Ang Mo Kio","Kebun Bahru",11,"Males",80,"7-12"
"Ang Mo Kio","Kebun Bahru",11,"Females",110,"7-12"
"Ang Mo Kio","Kebun Bahru",12,"Males",70,"7-12"
"Ang Mo Kio","Kebun Bahru",12,"Females",100,"7-12"
"Ang Mo Kio","Kebun Bahru",13,"Males",80,"13-16"
"Ang Mo Kio","Kebun Bahru",13,"Females",80,"13-16"
"Ang Mo Kio","Kebun Bahru",14,"Males",90,"13-16"
"Ang Mo Kio","Kebun Bahru",14,"Females",90,"13-16"
"Ang Mo Kio","Kebun Bahru",15,"Males",70,"13-16"
"Ang Mo Kio","Kebun Bahru",15,"Females",100,"13-16"
"Ang Mo Kio","Kebun Bahru",16,"Males",100,"13-16"
"Ang Mo Kio","Kebun Bahru",16,"Females",100,"13-16"
"Ang Mo Kio","Kebun Bahru",17,"Males",90,"17-21"
"Ang Mo Kio","Kebun Bahru",17,"Females",100,"17-21"
"Ang Mo Kio","Kebun Bahru",18,"Males",100,"17-21"
"Ang Mo Kio","Kebun Bahru",18,"Females",100,"17-21"
"Ang Mo Kio","Kebun Bahru",19,"Males",100,"17-21"
"Ang Mo Kio","Kebun Bahru",19,"Females",100,"17-21"
"Ang Mo Kio","Kebun Bahru",20,"Males",80,"17-21"
"Ang Mo Kio","Kebun Bahru",20,"Females",100,"17-21"
"Ang Mo Kio","Kebun Bahru",21,"Males",100,"17-21"
"Ang Mo Kio","Kebun Bahru",21,"Females",100,"17-21"
"Ang Mo Kio","Kebun Bahru",22,"Males",110,"22-34"
"Ang Mo Kio","Kebun Bahru",22,"Females",110,"22-34"
"Ang Mo Kio","Kebun Bahru",23,"Males",120,"22-34"
"Ang Mo Kio","Kebun Bahru",23,"Females",90,"22-34"
"Ang Mo Kio","Kebun Bahru",24,"Males",120,"22-34"
"Ang Mo Kio","Kebun Bahru",24,"Females",120,"22-34"
"Ang Mo Kio","Kebun Bahru",25,"Males",130,"22-34"
"Ang Mo Kio","Kebun Bahru",25,"Females",110,"22-34"
"Ang Mo Kio","Kebun Bahru",26,"Males",130,"22-34"
"Ang Mo Kio","Kebun Bahru",26,"Females",100,"22-34"
"Ang Mo Kio","Kebun Bahru",27,"Males",130,"22-34"
"Ang Mo Kio","Kebun Bahru",27,"Females",110,"22-34"
"Ang Mo Kio","Kebun Bahru",28,"Males",120,"22-34"
"Ang Mo Kio","Kebun Bahru",28,"Females",120,"22-34"
"Ang Mo Kio","Kebun Bahru",29,"Males",130,"22-34"
"Ang Mo Kio","Kebun Bahru",29,"Females",120,"22-34"
"Ang Mo Kio","Kebun Bahru",30,"Males",130,"22-34"
"Ang Mo Kio","Kebun Bahru",30,"Females",150,"22-34"
"Ang Mo Kio","Kebun Bahru",31,"Males",140,"22-34"
"Ang Mo Kio","Kebun Bahru",31,"Females",140,"22-34"
"Ang Mo Kio","Kebun Bahru",32,"Males",140,"22-34"
"Ang Mo Kio","Kebun Bahru",32,"Females",160,"22-34"
"Ang Mo Kio","Kebun Bahru",33,"Males",130,"22-34"
"Ang Mo Kio","Kebun Bahru",33,"Females",130,"22-34"
"Ang Mo Kio","Kebun Bahru",34,"Males",120,"22-34"
"Ang Mo Kio","Kebun Bahru",34,"Females",140,"22-34"
"Ang Mo Kio","Kebun Bahru",35,"Males",150,"35-54"
"Ang Mo Kio","Kebun Bahru",35,"Females",170,"35-54"
"Ang Mo Kio","Kebun Bahru",36,"Males",120,"35-54"
"Ang Mo Kio","Kebun Bahru",36,"Females",150,"35-54"
"Ang Mo Kio","Kebun Bahru",37,"Males",110,"35-54"
"Ang Mo Kio","Kebun Bahru",37,"Females",130,"35-54"
"Ang Mo Kio","Kebun Bahru",38,"Males",120,"35-54"
"Ang Mo Kio","Kebun Bahru",38,"Females",160,"35-54"
"Ang Mo Kio","Kebun Bahru",39,"Males",130,"35-54"
"Ang Mo Kio","Kebun Bahru",39,"Females",120,"35-54"
"Ang Mo Kio","Kebun Bahru",40,"Males",130,"35-54"
"Ang Mo Kio","Kebun Bahru",40,"Females",170,"35-54"
"Ang Mo Kio","Kebun Bahru",41,"Males",120,"35-54"
"Ang Mo Kio","Kebun Bahru",41,"Females",160,"35-54"
"Ang Mo Kio","Kebun Bahru",42,"Males",150,"35-54"
"Ang Mo Kio","Kebun Bahru",42,"Females",170,"35-54"
"Ang Mo Kio","Kebun Bahru",43,"Males",150,"35-54"
"Ang Mo Kio","Kebun Bahru",43,"Females",190,"35-54"
"Ang Mo Kio","Kebun Bahru",44,"Males",150,"35-54"
"Ang Mo Kio","Kebun Bahru",44,"Females",180,"35-54"
"Ang Mo Kio","Kebun Bahru",45,"Males",160,"35-54"
"Ang Mo Kio","Kebun Bahru",45,"Females",160,"35-54"
"Ang Mo Kio","Kebun Bahru",46,"Males",140,"35-54"
"Ang Mo Kio","Kebun Bahru",46,"Females",180,"35-54"
"Ang Mo Kio","Kebun Bahru",47,"Males",160,"35-54"
"Ang Mo Kio","Kebun Bahru",47,"Females",140,"35-54"
"Ang Mo Kio","Kebun Bahru",48,"Males",140,"35-54"
"Ang Mo Kio","Kebun Bahru",48,"Females",200,"35-54"
"Ang Mo Kio","Kebun Bahru",49,"Males",140,"35-54"
"Ang Mo Kio","Kebun Bahru",49,"Females",180,"35-54"
"Ang Mo Kio","Kebun Bahru",50,"Males",170,"35-54"
"Ang Mo Kio","Kebun Bahru",50,"Females",190,"35-54"
"Ang Mo Kio","Kebun Bahru",51,"Males",160,"35-54"
"Ang Mo Kio","Kebun Bahru",51,"Females",190,"35-54"
"Ang Mo Kio","Kebun Bahru",52,"Males",160,"35-54"
"Ang Mo Kio","Kebun Bahru",52,"Females",150,"35-54"
"Ang Mo Kio","Kebun Bahru",53,"Males",180,"35-54"
"Ang Mo Kio","Kebun Bahru",53,"Females",180,"35-54"
"Ang Mo Kio","Kebun Bahru",54,"Males",140,"35-54"
"Ang Mo Kio","Kebun Bahru",54,"Females",170,"35-54"
"Ang Mo Kio","Kebun Bahru",55,"Males",160,"55-64"
"Ang Mo Kio","Kebun Bahru",55,"Females",170,"55-64"
"Ang Mo Kio","Kebun Bahru",56,"Males",160,"55-64"
"Ang Mo Kio","Kebun Bahru",56,"Females",170,"55-64"
"Ang Mo Kio","Kebun Bahru",57,"Males",160,"55-64"
"Ang Mo Kio","Kebun Bahru",57,"Females",160,"55-64"
"Ang Mo Kio","Kebun Bahru",58,"Males",180,"55-64"
"Ang Mo Kio","Kebun Bahru",58,"Females",160,"55-64"
"Ang Mo Kio","Kebun Bahru",59,"Males",170,"55-64"
"Ang Mo Kio","Kebun Bahru",59,"Females",200,"55-64"
"Ang Mo Kio","Kebun Bahru",60,"Males",180,"55-64"
"Ang Mo Kio","Kebun Bahru",60,"Females",180,"55-64"
"Ang Mo Kio","Kebun Bahru",61,"Males",150,"55-64"
"Ang Mo Kio","Kebun Bahru",61,"Females",160,"55-64"
"Ang Mo Kio","Kebun Bahru",62,"Males",190,"55-64"
"Ang Mo Kio","Kebun Bahru",62,"Females",160,"55-64"
"Ang Mo Kio","Kebun Bahru",63,"Males",170,"55-64"
"Ang Mo Kio","Kebun Bahru",63,"Females",160,"55-64"
"Ang Mo Kio","Kebun Bahru",64,"Males",150,"55-64"
"Ang Mo Kio","Kebun Bahru",64,"Females",190,"55-64"
"Ang Mo Kio","Kebun Bahru",65,"Males",170,"65-74"
"Ang Mo Kio","Kebun Bahru",65,"Females",180,"65-74"
"Ang Mo Kio","Kebun Bahru",66,"Males",150,"65-74"
"Ang Mo Kio","Kebun Bahru",66,"Females",180,"65-74"
"Ang Mo Kio","Kebun Bahru",67,"Males",180,"65-74"
"Ang Mo Kio","Kebun Bahru",67,"Females",190,"65-74"
"Ang Mo Kio","Kebun Bahru",68,"Males",120,"65-74"
"Ang Mo Kio","Kebun Bahru",68,"Females",190,"65-74"
"Ang Mo Kio","Kebun Bahru",69,"Males",140,"65-74"
"Ang Mo Kio","Kebun Bahru",69,"Females",170,"65-74"
"Ang Mo Kio","Kebun Bahru",70,"Males",150,"65-74"
"Ang Mo Kio","Kebun Bahru",70,"Females",170,"65-74"
"Ang Mo Kio","Kebun Bahru",71,"Males",150,"65-74"
"Ang Mo Kio","Kebun Bahru",71,"Females",180,"65-74"
"Ang Mo Kio","Kebun Bahru",72,"Males",140,"65-74"
"Ang Mo Kio","Kebun Bahru",72,"Females",180,"65-74"
"Ang Mo Kio","Kebun Bahru",73,"Males",150,"65-74"
"Ang Mo Kio","Kebun Bahru",73,"Females",170,"65-74"
"Ang Mo Kio","Kebun Bahru",74,"Males",120,"65-74"
"Ang Mo Kio","Kebun Bahru",74,"Females",170,"65-74"
"Ang Mo Kio","Kebun Bahru",75,"Males",130,"75 and Above"
"Ang Mo Kio","Kebun Bahru",75,"Females",150,"75 and Above"
"Ang Mo Kio","Kebun Bahru",76,"Males",120,"75 and Above"
"Ang Mo Kio","Kebun Bahru",76,"Females",150,"75 and Above"
"Ang Mo Kio","Kebun Bahru",77,"Males",130,"75 and Above"
"Ang Mo Kio","Kebun Bahru",77,"Females",160,"75 and Above"
"Ang Mo Kio","Kebun Bahru",78,"Males",80,"75 and Above"
"Ang Mo Kio","Kebun Bahru",78,"Females",100,"75 and Above"
"Ang Mo Kio","Kebun Bahru",79,"Males",60,"75 and Above"
"Ang Mo Kio","Kebun Bahru",79,"Females",70,"75 and Above"
"Ang Mo Kio","Kebun Bahru",80,"Males",100,"75 and Above"
"Ang Mo Kio","Kebun Bahru",80,"Females",100,"75 and Above"
"Ang Mo Kio","Kebun Bahru",81,"Males",50,"75 and Above"
"Ang Mo Kio","Kebun Bahru",81,"Females",80,"75 and Above"
"Ang Mo Kio","Kebun Bahru",82,"Males",60,"75 and Above"
"Ang Mo Kio","Kebun Bahru",82,"Females",70,"75 and Above"
"Ang Mo Kio","Kebun Bahru",83,"Males",60,"75 and Above"
"Ang Mo Kio","Kebun Bahru",83,"Females",90,"75 and Above"
"Ang Mo Kio","Kebun Bahru",84,"Males",60,"75 and Above"
"Ang Mo Kio","Kebun Bahru",84,"Females",80,"75 and Above"
"Ang Mo Kio","Kebun Bahru",85,"Males",50,"75 and Above"
"Ang Mo Kio","Kebun Bahru",85,"Females",80,"75 and Above"
"Ang Mo Kio","Kebun Bahru",86,"Males",30,"75 and Above"
"Ang Mo Kio","Kebun Bahru",86,"Females",60,"75 and Above"
"Ang Mo Kio","Kebun Bahru",87,"Males",30,"75 and Above"
"Ang Mo Kio","Kebun Bahru",87,"Females",30,"75 and Above"
"Ang Mo Kio","Kebun Bahru",88,"Males",20,"75 and Above"
"Ang Mo Kio","Kebun Bahru",88,"Females",40,"75 and Above"
"Ang Mo Kio","Kebun Bahru",89,"Males",30,"75 and Above"
"Ang Mo Kio","Kebun Bahru",89,"Females",40,"75 and Above"
"Ang Mo Kio","Kebun Bahru",90,"Males",70,"75 and Above"
"Ang Mo Kio","Kebun Bahru",90,"Females",150,"75 and Above"
"Ang Mo Kio","Sembawang Hills",0,"Males",20,"0-6"
"Ang Mo Kio","Sembawang Hills",0,"Females",20,"0-6"
"Ang Mo Kio","Sembawang Hills",1,"Males",20,"0-6"
"Ang Mo Kio","Sembawang Hills",1,"Females",30,"0-6"
"Ang Mo Kio","Sembawang Hills",2,"Males",10,"0-6"
"Ang Mo Kio","Sembawang Hills",2,"Females",20,"0-6"
"Ang Mo Kio","Sembawang Hills",3,"Males",20,"0-6"
"Ang Mo Kio","Sembawang Hills",3,"Females",20,"0-6"
"Ang Mo Kio","Sembawang Hills",4,"Males",20,"0-6"
"Ang Mo Kio","Sembawang Hills",4,"Females",30,"0-6"
"Ang Mo Kio","Sembawang Hills",5,"Males",30,"0-6"
"Ang Mo Kio","Sembawang Hills",5,"Females",30,"0-6"
"Ang Mo Kio","Sembawang Hills",6,"Males",20,"0-6"
"Ang Mo Kio","Sembawang Hills",6,"Females",40,"0-6"
"Ang Mo Kio","Sembawang Hills",7,"Males",30,"7-12"
"Ang Mo Kio","Sembawang Hills",7,"Females",50,"7-12"
"Ang Mo Kio","Sembawang Hills",8,"Males",30,"7-12"
"Ang Mo Kio","Sembawang Hills",8,"Females",50,"7-12"
"Ang Mo Kio","Sembawang Hills",9,"Males",50,"7-12"
"Ang Mo Kio","Sembawang Hills",9,"Females",40,"7-12"
"Ang Mo Kio","Sembawang Hills",10,"Males",30,"7-12"
"Ang Mo Kio","Sembawang Hills",10,"Females",30,"7-12"
"Ang Mo Kio","Sembawang Hills",11,"Males",30,"7-12"
"Ang Mo Kio","Sembawang Hills",11,"Females",40,"7-12"
"Ang Mo Kio","Sembawang Hills",12,"Males",40,"7-12"
"Ang Mo Kio","Sembawang Hills",12,"Females",40,"7-12"
"Ang Mo Kio","Sembawang Hills",13,"Males",20,"13-16"
"Ang Mo Kio","Sembawang Hills",13,"Females",50,"13-16"
"Ang Mo Kio","Sembawang Hills",14,"Males",30,"13-16"
"Ang Mo Kio","Sembawang Hills",14,"Females",40,"13-16"
"Ang Mo Kio","Sembawang Hills",15,"Males",50,"13-16"
"Ang Mo Kio","Sembawang Hills",15,"Females",50,"13-16"
"Ang Mo Kio","Sembawang Hills",16,"Males",40,"13-16"
"Ang Mo Kio","Sembawang Hills",16,"Females",50,"13-16"
"Ang Mo Kio","Sembawang Hills",17,"Males",50,"17-21"
"Ang Mo Kio","Sembawang Hills",17,"Females",40,"17-21"
"Ang Mo Kio","Sembawang Hills",18,"Males",40,"17-21"
"Ang Mo Kio","Sembawang Hills",18,"Females",40,"17-21"
"Ang Mo Kio","Sembawang Hills",19,"Males",50,"17-21"
"Ang Mo Kio","Sembawang Hills",19,"Females",50,"17-21"
"Ang Mo Kio","Sembawang Hills",20,"Males",30,"17-21"
"Ang Mo Kio","Sembawang Hills",20,"Females",40,"17-21"
"Ang Mo Kio","Sembawang Hills",21,"Males",60,"17-21"
"Ang Mo Kio","Sembawang Hills",21,"Females",40,"17-21"
"Ang Mo Kio","Sembawang Hills",22,"Males",50,"22-34"
"Ang Mo Kio","Sembawang Hills",22,"Females",50,"22-34"
"Ang Mo Kio","Sembawang Hills",23,"Males",50,"22-34"
"Ang Mo Kio","Sembawang Hills",23,"Females",50,"22-34"
"Ang Mo Kio","Sembawang Hills",24,"Males",40,"22-34"
"Ang Mo Kio","Sembawang Hills",24,"Females",50,"22-34"
"Ang Mo Kio","Sembawang Hills",25,"Males",50,"22-34"
"Ang Mo Kio","Sembawang Hills",25,"Females",40,"22-34"
"Ang Mo Kio","Sembawang Hills",26,"Males",50,"22-34"
"Ang Mo Kio","Sembawang Hills",26,"Females",60,"22-34"
"Ang Mo Kio","Sembawang Hills",27,"Males",50,"22-34"
"Ang Mo Kio","Sembawang Hills",27,"Females",50,"22-34"
"Ang Mo Kio","Sembawang Hills",28,"Males",40,"22-34"
"Ang Mo Kio","Sembawang Hills",28,"Females",50,"22-34"
"Ang Mo Kio","Sembawang Hills",29,"Males",40,"22-34"
"Ang Mo Kio","Sembawang Hills",29,"Females",40,"22-34"
"Ang Mo Kio","Sembawang Hills",30,"Males",40,"22-34"
"Ang Mo Kio","Sembawang Hills",30,"Females",50,"22-34"
"Ang Mo Kio","Sembawang Hills",31,"Males",40,"22-34"
"Ang Mo Kio","Sembawang Hills",31,"Females",40,"22-34"
"Ang Mo Kio","Sembawang Hills",32,"Males",30,"22-34"
"Ang Mo Kio","Sembawang Hills",32,"Females",50,"22-34"
"Ang Mo Kio","Sembawang Hills",33,"Males",40,"22-34"
"Ang Mo Kio","Sembawang Hills",33,"Females",40,"22-34"
"Ang Mo Kio","Sembawang Hills",34,"Males",30,"22-34"
"Ang Mo Kio","Sembawang Hills",34,"Females",50,"22-34"
"Ang Mo Kio","Sembawang Hills",35,"Males",20,"35-54"
"Ang Mo Kio","Sembawang Hills",35,"Females",50,"35-54"
"Ang Mo Kio","Sembawang Hills",36,"Males",40,"35-54"
"Ang Mo Kio","Sembawang Hills",36,"Females",30,"35-54"
"Ang Mo Kio","Sembawang Hills",37,"Males",20,"35-54"
"Ang Mo Kio","Sembawang Hills",37,"Females",30,"35-54"
"Ang Mo Kio","Sembawang Hills",38,"Males",30,"35-54"
"Ang Mo Kio","Sembawang Hills",38,"Females",40,"35-54"
"Ang Mo Kio","Sembawang Hills",39,"Males",30,"35-54"
"Ang Mo Kio","Sembawang Hills",39,"Females",40,"35-54"
